Comcast Building,New York City,US,259.1,195095,70,1931,1933,steel,office
Commerzbank Tower,Frankfurt am Main,DE,259,108000,56,1994,1997,composite,office
Philippine Bank of Communications,Makati,PH,258.6,117480,55,1998,2000,steel/concrete,office
Grand Hyatt Metrocenter,Taguig City,PH,258.5,,66,2012,2016,concrete,hotel / office
Two Liberty Place,Philadelphia,US,258.5,111483,58,,1990,steel,residential / office
Tamkeen Tower,Riyadh,SA,258.2,115820,58,2009,2012,steel/concrete,office
The River South Tower,Bangkok,TH,258,,74,2008,2012,concrete,residential
Lanko Grand Hyatt Hotel,Chongqing,CN,258,,60,2000,2005,concrete,hotel / retail
Heilan Fortune Center,Wuxi,CN,258,220000,59,2012,2015,composite,office
Sahid Sudirman Center,Jakarta,ID,258,164000,59,2012,2015,concrete,office
Lanko Conference & Exhibition International Plaza Yage,Chongqing,CN,258,,54,2006,2010,concrete,office / retail
The Metropolitan Office Tower,Tianjin,CN,258,,53,2008,2013,composite,office
Zhe Jiang Fortune Financial Center  Tower 1,Hangzhou,CN,258,,52,2006,2011,composite,office
Grand Parkray Hangzhou Hotel Tower 1,Hangzhou,CN,258,,50,2008,2013,composite,hotel
Grand Lisboa,Macau,CN,258,,48,2003,2008,steel/concrete,hotel / casino
Park Tower,Chicago,US,257.4,77632,68,1998,2000,concrete,residential / hotel
One Bloor Street East,Toronto,CA,257.3,78301,78,2011,2017,concrete,residential
Devon Energy Center,Oklahoma City,US,257.2,125812,52,2009,2012,concrete,office
Capital City St. Petersburg Tower,Moscow,RU,257.2,,65,2005,2010,concrete,residential
The Masterpiece,Hong Kong,CN,257,,64,2000,2009,concrete,residential / hotel
MesseTurm,Frankfurt am Main,DE,256.5,69700,64,1988,1990,concrete,office
Raffles City Hangzhou Tower 2,Hangzhou,CN,256.5,,59,2010,2017,composite,residential / hotel / office / retail
Sorrento 1,Hong Kong,CN,256.4,53938,75,2000,2003,concrete,residential
U.S. Steel Tower,Pittsburgh,US,256.3,217045,64,1967,1970,steel,office
Raffles City Hangzhou Tower 1,Hangzhou,CN,256.3,187119,61,2009,2017,concrete,SOHO / serviced apartments / office / retail
Mokdong Hyperion Tower A,Seoul,KR,256,,69,,2003,concrete,residential
The Imperial I,Mumbai,IN,256,,60,2002,2010,concrete,residential
The Imperial II,Mumbai,IN,256,,60,2002,2010,concrete,residential
Rinku Gate Tower,Izumisano,JP,256,118047,56,,1996,concrete/steel,hotel / office
CITIC Ruibo Tower 1,Shanghai,CN,256,,55,2013,2017,composite,office
Osaka World Trade Center,Osaka,JP,256,150000,55,,1995,steel,office
Corporate Avenue 2,Chongqing,CN,255.8,116000,47,2010,2014,composite,office
The Astaka Tower B,Johor Bahru,MY,255.6,64893,67,2014,2018,concrete,residential
Toranomon Hills,Tokyo,JP,255.5,244360,52,2011,2014,steel,hotel / residential / office
Capital Tower,Singapore,SG,255.4,95366,52,1997,2000,composite,office
New Century Plaza Tower 1,Nanjing,CN,255.2,55000,48,,2006,concrete,office
One Bennett Park,Chicago,US,255.2,,67,2016,2018,concrete,residential
Langham Place Office Tower,Hong Kong,CN,255.1,65868,59,,2004,concrete,office
Jumeirah Nanjing Hotel & International Youth Cultural Centre Tower 1,Nanjing,CN,255,92000,61,2012,2015,composite,serviced apartments / hotel
Wenzhou Zhixin Plaza,Wenzhou,CN,255,,53,2008,2016,concrete,hotel / office
Regent Emirates Pearl,Abu Dhabi,AE,255,130234,52,2009,2016,concrete,hotel / residential
Prima Pearl Apartments,Melbourne,AU,254,,72,2012,2014,concrete,residential
Millennium Centennial Center,Jakarta,ID,254,89000,53,2016,2019,concrete,office
Shenzhen AVIC Plaza,Shenzhen,CN,254,,52,2007,2012,composite,office
Dubai Marriott Harbour Hotel and Suites,Dubai,AE,253.8,89115,63,2004,2007,concrete,residential / hotel
Wongtee Plaza,Shenzhen,CN,253.6,,65,2013,2016,composite,office
Raffles Hotel,Jakarta,ID,253.3,86799,52,2009,2015,concrete,residential / hotel
Kempinski Residences and Suites,Doha,QA,253.3,121862,64,,2009,concrete,residential
Chengjieyi Center,Huizhou,CN,253,190000,54,2012,2015,composite,residential / office
Poly International Center,Liuzhou,CN,252.8,140000,53,2014,2018,concrete,hotel / office
R&F International Business Center Phase 2,Guangzhou,CN,252.6,,53,2012,2016,composite,office
Highcliff,Hong Kong,CN,252.3,34931,73,2000,2003,concrete,residential
Golden Eagle Plaza,Suzhou,CN,252,,55,2013,2016,composite,multiple
The Pakubuwono Signature,Jakarta,ID,252,75714,50,2011,2014,concrete,residential
Bank of Shanghai Headquarters Building,Shanghai,CN,252,107977,46,2002,2005,composite,office
Panorama Tower,Miami,US,251.9,241548,81,2014,2018,concrete,residential / hotel / office
Conrad Dubai,Dubai,AE,251.2,134729,51,2008,2013,concrete,hotel / office
The Harbourside,Hong Kong,CN,251.2,128845,73,2000,2003,concrete,residential
Rialto Towers,Melbourne,AU,251.1,,63,1982,1986,concrete,office
Jiali Plaza,Wuhan,CN,251,191400,57,,1997,concrete,office
5 Taian Dao,Tianjin,CN,250.8,,45,2010,2015,composite,office
Trump Tower At Century City,Makati,PH,250.7,,58,2012,2017,concrete,residential
Hunter Douglas International Plaza,Guiyang,CN,250.3,,59,2010,2015,composite,hotel / office
56 Leonard,New York City,US,250.2,46452,57,2008,2016,concrete,residential
Skysuites @ Anson Enggor Street,Singapore,SG,250,23420,72,2011,2014,concrete,residential
Altez @ Enggor Street,Singapore,SG,250,26501,62,2010,2014,concrete,residential
Excellence Century Plaza Tower 2,Shenzhen,CN,250,,57,2007,2010,composite,hotel / office
Bravo Park Place,Guangzhou,CN,250,,55,2014,2016,composite,office / hotel
South China International Wharf Service Center,Guangzhou,CN,250,,55,2014,2018,composite,office
HKRI Centre One,Shanghai,CN,250,107000,51,2012,2016,composite,office
Fusheng Qianlong Plaza,Fuzhou,CN,250,,50,2013,2016,composite,office
Chelsea Tower,Dubai,AE,250,65920,49,2003,2005,concrete,residential / hotel
Center 66 Office 1,Wuxi,CN,250,88560,44,,2014,composite,office / retail
Beijing Yintai Centre  Park Tower,Beijing,CN,250,113000,63,2002,2008,steel,residential / hotel
Lianyungang Lu 66,Qingdao,CN,250,160590,56,2013,2018,composite,office
One Atlantic Center,Atlanta,US,249.9,102073,50,,1987,composite,office
Xiamen Shimao Straits Tower A,Xiamen,CN,249.9,,59,2011,2015,composite,residential / hotel / office
Shanghai IFC South Tower,Shanghai,CN,249.9,,48,2004,2009,composite,hotel / office
The Shang Salcedo,Makati,PH,249.8,,67,2012,2017,concrete,residential
Haihang International Plaza Tower A,Haikou,CN,249.8,,54,2010,2014,composite,hotel / office
KLI 63 Building,Seoul,KR,249.6,166207,60,1979,1985,steel,office
The Legacy at Millennium Park,Chicago,US,249.3,99649,73,2007,2010,concrete,residential
Xinjiekou Department Store Phase 2,Nanjing,CN,249,,60,2006,2009,composite,office
China Merchants Bank Tower,Shenzhen,CN,249,114500,53,1999,2001,steel,office
Yunfu Tower,Wuxi,CN,249,,53,2011,2015,composite,office
Central Park Tower,Perth,AU,249,66500,52,1989,1992,concrete,office
Shenzhen University Subway Station Tower,Shenzhen,CN,249,,51,2014,2017,composite,hotel / office
Torre de Cristal,Madrid,ES,249,59827,50,2004,2008,concrete,office
Infinity,Brisbane,AU,249,59136,81,2010,2014,concrete,residential
Stantec Tower,Edmonton,CA,248.9,,66,2015,2019,composite,residential / office
One Museum Place,Shanghai,CN,248.9,184000,54,2014,2018,composite,office
Yunda Central Plaza  St. Regis Hotel,Changsha,CN,248.8,,63,2012,2016,composite,hotel
Hwaseong Dongtan Metapolis 101,Hwaseong,KR,248.7,,66,2006,2010,concrete,residential
Ahuja Towers,Mumbai,IN,248.5,74436,54,2010,2015,steel/concrete,residential
Torre Cepsa,Madrid,ES,248.3,107966,49,2004,2008,composite,office
CitySpire,New York City,US,248.1,77110,75,,1987,concrete,residential / office
Poly Business Center Office Tower,Foshan,CN,248,,55,2011,2016,composite,office
RunHua International Building,Wuxi,CN,248,,55,2005,2009,concrete,residential / hotel / office
Hongdou International Plaza,Wuxi,CN,248,,45,,2009,concrete,residential / office
Hangzhou Telecom Mansion,Hangzhou,CN,248,59201,41,1999,2003,concrete,office
Midtown Tower,Tokyo,JP,247.9,234000,54,2003,2007,steel,hotel / office
28 Liberty,New York City,US,247.8,213675,60,1957,1961,steel,office / retail
Artwin I,Incheon,KR,247.8,,72,2012,2015,concrete,residential / hotel
Artwin II,Incheon,KR,247.8,,72,2012,2015,concrete,residential / hotel
Hwaseong Dongtan Metapolis 104,Hwaseong,KR,247.4,,66,2006,2010,concrete,residential
State Tower,Bangkok,TH,247.2,330000,68,,2001,concrete,residential / serviced apartments / hotel / office
Jia Fa Centre,Chongqing,CN,247.2,,52,2008,2015,concrete,hotel / office / retail
One Avighna Park,Mumbai,IN,247,61873,61,2010,2017,concrete,residential
Brookfield Place Tower One,Calgary,CA,247,223000,56,2013,2017,composite,office
Chengdu International Finance Square Tower 1,Chengdu,CN,247,,50,2010,2014,composite,office
Chengdu International Finance Square Tower 2,Chengdu,CN,247,,50,2010,2014,composite,office
Midland Square,Nagoya,JP,247,,48,2003,2007,steel,office
181 Fremont,San Francisco,US,246.9,62263,56,2013,2018,steel,residential / office
Victoria One,Melbourne,AU,246.8,54000,76,2014,2018,concrete,residential
Rolex Tower,Dubai,AE,246.8,56429,59,2007,2010,concrete,residential / office
YooPanama Inspired by Starck,Panama City,PA,246.8,149335,78,2007,2013,concrete,residential
4 Times Square,New York City,US,246.5,,48,1996,1999,steel,office
TheW 101,Busan,KR,246.4,,69,2015,2017,concrete,residential
TheW 102,Busan,KR,246.4,,69,2015,2017,concrete,residential
TheW 103,Busan,KR,246.4,,69,2015,2017,concrete,residential
TheW 104,Busan,KR,246.4,,69,2015,2017,concrete,residential
MetLife Building,New York City,US,246.3,263985,59,1960,1963,steel,office
Ningbo Bank of China Headquarters,Ningbo,CN,246.2,107787,50,2012,2016,composite,office
Torre Reforma,Mexico City,MX,246,77053,56,2009,2016,composite,office
Shangbang Leasing Tower,Tianjin,CN,246,,54,2010,2016,composite,office
Kaiyuan Finance Center,Shijiazhuang,CN,246,170000,52,2008,2012,composite,residential / hotel / office
Evolution Tower,Moscow,RU,246,82000,55,2008,2015,concrete,office
Shenzhen Stock Exchange,Shenzhen,CN,245.8,170000,46,2008,2013,composite,office
Tencent Seafront Tower 1,Shenzhen,CN,245.8,,50,,2017,composite,office
Ocean Two,Panama City,PA,245.7,,73,2005,2010,concrete,residential
Bloomberg Tower,New York City,US,245.6,84000,54,2000,2004,concrete/steel,residential / office
FKI Tower,Seoul,KR,245.5,116037,50,2010,2013,composite,office
Forebase Financial Plaza,Chongqing,CN,245.3,112675,54,2007,2014,concrete,hotel / office
Longemont Asia Pacific Center Tower A,Shenyang,CN,245.2,,56,2007,2013,concrete,office
Longemont Asia Pacific Center Tower B,Shenyang,CN,245.2,,56,2007,2013,concrete,office
The Sail @ Marina Bay,Singapore,SG,245,118182,70,2005,2008,concrete,residential
Shenzhen Bay Ecocity BTech Tower 2,Shenzhen,CN,245,,54,2014,2018,composite,office
Al Fattan Tower,Dubai,AE,245,,51,2003,2006,concrete,residential
JR Central Office Tower,Nagoya,JP,245,,51,1990,2000,composite,office
Oasis Beach Tower,Dubai,AE,245,,51,2003,2006,concrete,residential
Marina Bay Financial Centre Office Tower II,Singapore,SG,245,95662,50,2006,2010,concrete,office
One Raffles Quay North Tower,Singapore,SG,245,,50,2002,2006,composite,office
Sinarmas MSIG Tower,Jakarta,ID,245,81598,48,2012,2015,concrete,office
Anhui New Broadcasting & TV Center,Hefei,CN,245,190582,46,2009,2013,composite,office
Global Harbor North Tower,Shanghai,CN,245,154000,45,2011,2014,concrete,serviced apartments / office / retail
Global Harbor South Tower,Shanghai,CN,245,154000,45,2011,2014,concrete,office / residential / hotel / retail
Ocean Financial Centre,Singapore,SG,245,92000,43,2007,2011,concrete,office
Shin Kong Life Tower,Taipei,TW,244.8,,51,1989,1993,steel,office
The Centrale,New York City,US,244.8,23525,64,2016,2019,concrete,residential
Palm Tower 1,Doha,QA,244.5,130000,58,2006,2011,composite,office
Palm Tower 2,Doha,QA,244.5,130000,58,2006,2011,composite,office
Moshe Aviv Tower,Ramat Gan,IL,244,96000,68,1998,2001,concrete,residential / office
Chifley Tower,Sydney,AU,244,90000,50,1988,1992,steel,office
Gramercy Residences,Makati,PH,243.9,,71,2008,2013,concrete,residential
Arenco Tower,Dubai,AE,243.8,,46,2005,2008,concrete,office
Yixing Dongjiu Tower,Yixing,CN,243.8,161725,56,2010,2012,composite,hotel / office
Menara Maybank,Kuala Lumpur,MY,243.5,167300,50,,1988,concrete,office
Tokyo Metropolitan Government Building,Tokyo,JP,243.4,196000,48,1988,1991,concrete,office
Soleil,Brisbane,AU,243,64559,79,2008,2012,concrete,residential
Setia Eco City  Vogue Suite One,Kuala Lumpur,MY,243,,63,2012,2017,concrete,residential
MidValley Tower of Light,Kuala Lumpur,MY,243,,56,2013,2018,concrete,office
R&F Center,Guangzhou,CN,243,,54,,2007,concrete,office
Citigroup Centre,Sydney,AU,243,,50,1998,2000,concrete,office
Changjiang Media Tower,Wuhan,CN,243,,49,2013,2017,composite,office
Dalian Futures Square 1,Dalian,CN,242.8,,53,2006,2010,composite,office
Dalian Futures Square 2,Dalian,CN,242.8,,53,2006,2010,composite,office
The Tower,Dubai,AE,242.6,46454,54,2000,2002,composite,residential
Soul,Gold Coast,AU,242.6,49465,76,2008,2012,concrete,residential
Federation Tower  Zapad Tower,Moscow,RU,242.5,,63,2005,2008,concrete,residential / office
Neo China Top City A1,Chongqing,CN,242.4,,54,2005,2009,concrete,hotel / office / retail
Pearl Tower,Panama City,PA,242.2,,70,2007,2011,concrete,residential
Waldorf Astoria + Magnolias Ratchaprasong,Bangkok,TH,242,,60,2012,2016,concrete,residential / hotel
Asia Pacific Tower & Jinling Hotel,Nanjing,CN,242,120000,57,2008,2014,composite,hotel / office
Binhu Times Square,Hefei,CN,242,,54,2010,2018,composite,residential / hotel / office
Dalian World Trade Center,Dalian,CN,242,94866,50,1997,2000,steel,office
CapitaGreen,Singapore,SG,242,79383,40,2012,2014,composite,office
BNY Mellon Bank Center,Philadelphia,US,241.4,,54,,1990,composite,office
111 Murray Street,New York City,US,241.4,34560,58,2015,2018,concrete,residential
Woolworth Building,New York City,US,241.4,120773,57,1910,1913,steel,residential / office
IDS Center,Minneapolis,US,241.4,111483,55,1969,1973,composite,office
World Trade Center Doha,Doha,QA,241.1,141968,51,2009,2013,composite,office
Western International Finance Center Conrad Hotel,Chengdu,CN,241,,56,2012,2015,composite,hotel
200 Clarendon,Boston,US,240.8,191380,62,1972,1976,steel,office
Bucheon Kumho Richensia Tower 1,Bucheon,KR,240.7,,66,2007,2012,concrete,residential
Bucheon Kumho Richensia Tower 2,Bucheon,KR,240.7,,66,2007,2012,concrete,residential
Four Seasons Hotel & Tower,Miami,US,240.4,167224,64,2000,2003,concrete,residential / hotel / office
Lee Garden One,Hong Kong,CN,240.4,84665,50,1996,1998,composite,office
Ryomyong Street 70Storey Building,Pyongyang,KP,240,,70,2016,2017,concrete,residential
Kipco Tower,Kuwait City,KW,240,,60,2005,2011,concrete,residential / office
Sunshine 60 Tower,Tokyo,JP,240,241546,60,1973,1978,composite,office
Jin Wan Plaza 2,Tianjin,CN,240,,58,2011,2015,composite,office
Banyan Tree Signatures,Kuala Lumpur,MY,240,,55,2012,2016,concrete,hotel / residential
Sandy Federal Tower,Fuzhou,CN,240,,55,2012,2017,composite,hotel / office
Suzhou RunHua Global Building B,Suzhou,CN,240,,54,2007,2010,composite,residential
Crystal Tower,Kuwait City,KW,240,42000,52,2008,2014,concrete,office
Bahrain World Trade Center 1,Manama,BH,240,,45,2004,2008,steel/concrete,office
Bahrain World Trade Center 2,Manama,BH,240,,45,2004,2008,steel/concrete,office
Greatwall Tower 1,Wuhan,CN,240,,40,,2015,concrete,office
Deutsche Bank Place,Sydney,AU,240,67370,39,2003,2005,composite,office
NTT DoCoMo Yoyogi Building,Tokyo,JP,240,51118,33,,2000,steel,office
Comerica Bank Tower,Dallas,US,239.9,142233,60,,1987,composite,office
Duke Energy Center,Charlotte,US,239.7,144825,48,2007,2010,concrete/steel,office
Mokdong Hyperion Tower B,Seoul,KR,239.3,,63,1999,2003,concrete,residential
Menam Residence,Bangkok,TH,239.3,,59,2014,2017,concrete,residential
300 North LaSalle,Chicago,US,239.1,102192,60,2006,2009,composite,office
Tianjin Junlin Tianxia Building,Tianjin,CN,239,,64,2007,2010,concrete,residential / hotel
Commerce Court West,Toronto,CA,239,125883,57,,1973,composite,office
International Finance Center,Nanchang,CN,239,,48,2008,2011,concrete,office
Yowe Center,Kunming,CN,239,,47,2015,2018,concrete,office
Marina Bay Financial Centre Office Tower III,Singapore,SG,239,,46,2009,2012,concrete,office
Beijing Television Center,Beijing,CN,239,197925,42,2002,2006,steel,office
MV Lomonosov State University,Moscow,RU,239,,39,1949,1953,steel,education
Discovery Primea,Makati,PH,238.8,65392,67,2010,2014,concrete,residential / hotel
Anhui International Trade Center Tower 1,Hefei,CN,238.8,,57,2008,2013,composite,office
Imperia Tower,Moscow,RU,238.7,287724,60,2001,2011,concrete,residential / hotel / office
Xinhua International Building,Chongqing,CN,238.6,65167,53,2008,2011,concrete,office / retail
The Central Bank of Kuwait New Headquarters Building,Kuwait City,KW,238.5,52472,41,2008,2016,composite,office
Azrieli Sarona Tower,Tel Aviv,IL,238.4,125000,54,2012,2017,concrete,office
Tsingdao Center Tower A,Qingdao,CN,238.3,78000,51,2009,2014,composite,office
Tsingdao Center Tower B,Qingdao,CN,238.3,93000,51,2009,2014,composite,serviced apartments / hotel
Qingdao Agora,Qingdao,CN,238.3,,52,2007,2011,composite,office
Doha Tower,Doha,QA,238.1,,46,2005,2012,concrete/steel,office
Roppongi Hills Mori Tower,Tokyo,JP,238.1,380105,54,2000,2003,composite,office
30 Hudson Street,Jersey City,US,238.1,148644,42,2001,2004,steel,office
The Gate Residential Tower 1,Abu Dhabi,AE,238,,66,2008,2013,concrete,residential
The Gate Residential Tower 2,Abu Dhabi,AE,238,,66,2008,2013,concrete,residential
The Gate Residential Tower 3,Abu Dhabi,AE,238,,66,2008,2013,concrete,residential
Vista Tower,Kuala Lumpur,MY,238,,60,,1994,composite,office
Hunan Daily Media Center,Changsha,CN,238,,54,2013,2017,concrete,office
Xi`an Center,Xi?€?an,CN,238,,54,2013,2016,composite,office
New World Center,Shenzhen,CN,238,,53,2003,2006,concrete,office
CITIC Ruibo Tower 2,Shanghai,CN,238,,52,2013,2017,composite,office
Jinmao International Plaza Tower 1,Changsha,CN,238,,51,2014,2017,composite,office
Tianjin Xinda Plaza,Tianjin,CN,238,,51,,2004,concrete,residential / office
Z14 Plot Tower 1,Beijing,CN,238,,48,2014,2018,composite,office
